ID,Groupe,Type_de_paire,Normaux_ou_TC,rôle,Sexe,O_ethinique,SSE,code,code_paire,impuls_1,impuls_2,impuls_3,impuls_4,impuls_5,impuls_6,impuls_7,impuls_8,impuls_9,impuls_10,impuls_11,impuls_12,impuls_13,impuls_14,impuls_15,impuls_16,impuls_17,impuls_18,impuls_19,impuls_20,impuls_21,impuls_22,impuls_23,impuls_24,impuls_25,impuls_26,impuls_27,impuls_28,impuls_29,impuls_30,sensibil_1a,sensibli_1b,sensibil_1c,sensibil_2a,sensibli_2b,sensibil_2c,sensibil_3a,sensibli_3b,sensibil_3c,sensibil_4a,sensibli_4b,sensibil_4c,sensibil_5a,sensibli_5b,sensibil_5c,sensibil_6a,sensibli_6b,sensibil_6c,habil_soc_1,habil_soc_2,habil_soc_3,habil_soc_4,habil_soc_5,habil_soc_6,habil_soc_7,habil_soc_8,habil_soc_9,habil_soc_10,habil_soc_11,habil_soc_12,habil_soc_13,habil_soc_14,habil_soc_15,habil_soc_16,habil_soc_17,habil_soc_18,habil_soc_19,habil_soc_20,habil_soc_21,habil_soc_22,habil_soc_23,habil_soc_24,habil_soc_25,habil_soc_26,habil_soc_27,habil_soc_28,habil_soc_29,habil_soc_30,habil_soc_31,habil_soc_32,habil_soc_33,habil_soc_34,habil_soc_35,habil_soc_36,habil_soc_37,habil_soc_38,habil_soc_39,habil_soc_40,habil_soc_41,habil_soc_42,habil_soc_43,habil_soc_44,habil_soc_45,habil_soc_46,prob_cpt_1,prob_cpt_2,prob_cpt_3,prob_cpt_4,prob_cpt_5,prob_cpt_6,prob_cpt_7,prob_cpt_8,prob_cpt_9,prob_cpt_10,prob_cpt_11,prob_cpt_12,prob_cpt_13,prob_cpt_14,prob_cpt_15,prob_cpt_16,altruisme_1,altruisme_2,altruisme_3,altruisme_4,altruisme_5,altruisme_6,gratif_1,gratif_2,gratif_3,gratif_4,gratif_5,gratif_6,gratif_7,gratif_8,gratif_9,gratif_10,gratif_11,gratif_12,gratif_13,gratif_14,gratif_15,gratif_16,gratif_17,gratif_18,gratif_19,gratif_20,gratif_21,gratif_22,gratif_23,gratif_24,gratif_25,gratif_26,gratif_27,cupidite_1,cupidite_2,cupidite_3,cupidite_4,cupidite_5,cupidite_6,cupidite_7,cupidite_8,cupidite_9,cupidite_10,cupidite_11,trav_equ_1,trav_equ_2,trav_equ_3,trav_equ_4,trav_equ_5,trav_equ_6,collab_1,collab_2,collab_3,collab_4,collab_5,collab_6,collab_7,collab_8,collab_9,collab_10,collab_11,collab_12,collab_13,collab_14,collab_15,collab_16,collab_17,collab_18,collab_19,collab_20,collab_21,collab_22,empath_1,empath_2,empath_3,empath_4,empath_5,empath_6,empath_7,empath_8,empath_9,empath_10,empath_11,empath_12,empath_13,empath_14,motiv_1,motiv_2,motiv_3,inv_1,avoir_1,afi_1,profit_1,remise_1,afb_1,inv_2,avoir_2,afi_2,profit_2,remise_2,afb_2,inv_3,avoir_3,afi_3,profit_3,remise_3,afb_3,inv_4,avoir_4,afi_4,profit_4,remise_4,afb_4,inv_5,avoir_5,afi_5,profit_5,remise_5,afb_5,inv_6,avoir_6,afi_6,profit_6,remise_6,afb_6,inv_7,avoir_7,afi_7,profit_7,remise_7,afb_7,inv_8,avoir_8,afi_8,profit_8,remise_8,afb_8,inv_9,avoir_9,afi_9,profit_9,remise_9,afb_9,inv_10,avoir_10,afi_10,profit_10,remise_10,afb_10,avoir_investisseur_Total_sans_coup_10,avoir_banquier_Total_sans_coup_10,pourcentage_investissement_jeu_1,pourcentage_remise_jeu_1,pourcentage_investissement_jeu_2,pourcentage_remise_jeu_2,pourcentage_investissement_jeu_3,pourcentage_remise_jeu_3,pourcentage_investissement_jeu_4,pourcentage_remise_jeu_4,pourcentage_investissement_jeu_5,pourcentage_remise_jeu_5,pourcentage_investissement_jeu_6,pourcentage_remise_jeu_6,pourcentage_investissement_jeu_7,pourcentage_remise_jeu_7,pourcentage_investissement_jeu_8,pourcentage_remise_jeu_8,pourcentage_investissement_jeu_9,pourcentage_remise_jeu_9,Investissement_moyen_sans_coup_10,Remise_moyenne_sans_coup_10,Gain_dyade_sans_coup_10,Gain_banquier_sans_coup_10,Somme_motivation,impuls_1_inv,impuls_7_inv,impuls_8_inv,impuls_9_inv,impuls_10_inv,impuls_12_inv,impuls_13_inv,impuls_15_inv,impuls_20_inv,impuls_29_inv,impuls_30_inv,sensibil_6c_inv,sensibli_1d,sensibil_1e,sensibil_2d,sensibil_2e,sensibil_3d,sensibil_3e,sensibil_4d,sensibil_4e,sensibil_5d,sensibil_5e,sensibil_6d,sensibil_6e,altruis_1_inv,altruis_2_inv,altruis_3_inv,altruis_4_inv,altruis_5_inv,gratif_2_inv,gratif_5_inv,gratif_7_inv,gratif_9_inv,gratif_11_inv,gratif_14_inv,gratif_16_inv,gratif_17_inv,gratif_18_inv,gratif_19_inv,gratif_25_inv,gratif_26_inv,gratif_27_inv,cupidite_8_inv,trav_equ_6_inv,collab_5_inv,collab_15_inv,collab_16_inv,collab_18_inv,collab_19_inv,collab_21_inv,empath_2_inv,empath_3_inv,empath_7_inv,empath_8_inv,empath_9_inv,Impulsivite_attentionnelle,Impulsivite_motrice,Impulsivite_manque_de_planif,impuls_moy,sensibilite_anxiete_moy,sensibilite_frustration_moy,HS_Communication,HS_Cooperation,HS_Affirmation,HS_Responsabilite,HS_Empathie,HS_Engagement,HS_Autocontrole,habil_soc_moy,Prob_cpt_externalises,Prob_cpt_Hyper_inat,Prob_cpt_moy,Gratif_Nourriture,Gratif_Social,Gratif_Argent,Gratif_Scolaire,gratif_moy,cupidite_moy_8items,altruisme_moy,Trav_equ_individ,Trav_equ_equipe,cupidite_moy,IS_Coop,IS_compet,IS_Individ,Empath_perspective,Empath_preoccup,Invest_moyen_1_10,Invest_moyen_1_9,Invest_moyen_2_9,Remise_moyen_1_10,Remise_moyen_1_9,Remise_moyen_2_9,Gain_total_paire,Invest_1_2_3,Invest_4_5_6,Invest_7_8_9,Remise_1_2_3,Remise_4_5_6,Remise_7_8_9,jj_mm_aa,CP,FAC1_1_Varimax,FAC2_1_Varimax,FAC3_1_Varimax,FAC4_1_Varimax,FAC5_1_Varimax,FAC6_1_Varimax,FAC1_1_Oblimin,FAC2_1_Oblimin,FAC3_1_Oblimin,FAC4_1_Oblimin,FAC5_1_Oblimin,FAC6_1_Oblimin
11,1,0,1,1,2,3,2,18,20,4,1,2,1,1,1,3,4,3,2,1,3,4,1,2,2,1,2,3,3,1,2,2,2,2,3,2,2,2,2,3,2,3,5,5,5,4,2,2,3,1,1,3,4,2,5,4,5,4,4,4,4,4,3,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,5,3,1,5,2,5,4,1,5,4,2,5,2,4,5,4,3,2,5,1,5,3,1,1,1,4,5,4,4,4,1,1,1,1,1,1,1,2,2,2,5,4,2,1,3,3,4,4,3,3,5,2,2,1,1,1,5,1,2,5,2,1,1,1,5,5,1,5,5,1,1,5,1,2,1,5,5,5,4,1,1,5,5,5,4,5,6,7,2,10,10,10,30,12,18,20,0,0,60,20,40,10,10,10,30,7,23,2,18,18,6,2,4,15,5,5,45,0,45,0,20,20,0,0,0,20,0,0,60,12,48,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,103,178,50,40,100,33.33,50,23.33,10,33.33,75,0,0,,100,20,0,,0,,8.56,5.89,281,178,,1,2,1,2,3,2,1,3,2,3,3,2,9,6,25,25,8,4,3,1,6,8,10,8,1,3,5,1,4,5,4,4,1,3,5,3,5,5,5,5,5,5,1,3,5,1,1,1,1,5,4,5,2,5,5,1.75,1.82,1.91,1.83,10.17,8.67,3.83,3.71,3.71,3.86,3.83,3.86,4,3.83,1,1.57,1.25,3.14,5,4.57,4.29,4.25,1.63,3.17,4,3,1.64,4.43,1.38,1.14,4.71,4,7.7,8.56,8.38,5.3,5.89,5.13,301,13.33,5.67,6.67,13,0.67,4,0,0,1.81545,1.25147,2.35554,0.07854,0.40149,-0.57242,1.8351,2.32372,-0.11886,0.06853,1.53677,-0.91736
12,1,0,1,2,2,4,2,8,6,3,1,2,3,3,2,1,3,2,1,1,3,4,2,3,2,3,2,3,4,3,2,2,1,4,3,1,1,2,4,2,2,3,4,1,2,4,2,3,4,2,2,4,1,2,4,5,4,2,2,4,4,3,4,3,3,1,3,2,2,4,3,2,4,4,3,2,3,2,4,3,3,4,3,4,3,3,4,4,3,2,3,2,3,4,2,4,4,2,3,3,3,2,3,2,2,2,3,2,2,3,3,2,1,4,1,2,2,1,1,3,2,2,4,2,3,3,2,2,4,3,5,3,4,5,3,5,4,4,2,4,1,1,4,3,2,4,2,4,2,1,4,1,4,2,1,3,4,4,2,3,4,2,2,3,2,4,4,3,2,3,4,4,3,2,1,4,1,4,3,3,2,4,3,4,2,1,4,3,3,1,3,3,2,1,4,3,4,2,2,2,3,4,4,3,4,4,7,4,10,10,10,30,15,15,12,8,8,36,10,26,8,12,12,24,12,12,9,11,11,27,10,17,10,10,10,30,11,19,7,13,13,21,6,15,8,12,12,24,9,15,6,14,14,18,6,12,7,13,13,21,5,16,3,17,17,9,0,9,103,147,50,50,60,27.78,40,50,45,37.04,50,36.67,35,28.57,40,37.5,30,33.33,35,23.81,8.56,9.33,250,147,,2,4,2,3,4,2,1,2,1,3,1,3,6,6,8,2,12,6,8,4,8,2,12,15,3,4,4,2,4,4,3,3,1,1,4,5,5,2,3,5,2,5,3,4,4,2,4,2,3,5,4,5,4,4,4,1.88,2.36,2.27,2.17,9,5.83,3.67,2.43,2.43,3.29,3.83,2.71,2.83,3.03,1.75,2.57,2.06,2.86,4.5,2.57,3.57,3.38,2.75,3.33,4,3,2.82,3.43,3.13,2.43,3.86,3.71,8,8.56,8.38,8.4,9.33,8.63,276,10,8.67,7,12.33,9,6.67,0,0,-0.0206,0.60474,-0.20672,-0.39682,0.0716,-0.71843,-0.0516,-0.1845,0.13341,-0.48239,0.44843,-0.6699
13,1,0,1,2,2,4,2,4,2,4,2,3,3,1,3,4,4,4,2,1,3,4,3,3,3,2,3,4,2,1,2,3,2,2,4,2,2,1,4,3,4,6,3,2,2,4,1,1,5,3,3,1,6,3,1,4,3,3,2,1,4,2,2,1,3,4,3,1,4,1,4,2,3,3,1,4,4,1,2,3,4,4,2,3,3,4,3,3,4,2,4,3,1,4,2,3,4,1,4,1,4,4,4,1,3,2,1,2,2,2,3,1,1,4,1,1,2,1,1,4,1,5,5,1,5,4,1,5,5,3,3,5,5,5,3,5,5,3,1,5,1,1,3,4,4,4,4,5,1,4,5,4,4,1,3,5,5,1,1,3,1,3,4,3,4,4,3,2,4,5,1,5,4,4,4,5,4,4,4,1,1,1,1,3,5,1,1,3,4,3,2,1,1,4,5,1,3,4,5,4,5,5,5,1,4,4,7,6,15,5,5,45,25,20,17,3,3,51,12,39,10,10,10,30,10,20,20,0,0,60,30,30,19,1,1,57,32,25,20,0,0,60,32,28,15,5,5,45,12,33,20,0,0,60,52,8,20,0,0,60,12,48,15,5,5,45,0,45,24,251,75,55.56,85,23.53,50,33.33,100,50,95,56.14,100,53.33,75,26.67,100,86.67,100,20,17.33,24.11,275,251,,1,1,1,1,3,2,1,2,3,4,1,4,18,24,6,4,4,1,15,9,3,18,4,16,2,5,1,1,5,5,3,1,1,1,5,5,5,3,2,2,1,2,3,2,2,3,1,5,3,3,5,2,2,1,2,2.13,2.36,2.09,2.19,8.33,12,3.17,3.43,2.71,3.86,2.17,2.14,2,2.78,1.5,2.29,1.75,3.29,3.67,3.14,3.57,3.42,3.25,3.17,3.5,2.75,2.82,3.71,1.5,3.71,3.43,2.57,17.1,17.33,17.63,21.7,24.11,24,325,14,19.67,18.33,15.67,31.33,25.33,0,0,1.28475,-0.97523,-0.70177,-0.48083,0.77396,-1.22559,0.75066,-0.86682,0.8969,-0.6446,-0.94628,-0.83222
14,1,0,1,1,1,2,3,5,7,3,2,3,2,1,3,4,4,2,1,1,2,4,3,4,2,2,2,2,1,2,1,1,1,1,1,2,1,2,3,2,2,4,1,1,5,2,2,2,2,1,5,1,1,3,2,2,3,3,3,3,4,2,3,2,3,3,2,2,3,2,2,3,2,2,3,3,2,3,4,2,4,3,2,3,2,3,1,3,4,2,3,1,2,3,3,3,3,2,3,4,4,3,4,2,2,3,1,3,1,3,2,1,1,3,1,2,2,3,1,2,3,2,4,3,3,4,3,2,4,2,3,1,5,4,2,3,1,3,4,5,2,2,4,1,2,3,1,2,2,3,2,2,5,5,5,4,4,1,1,2,1,1,3,3,3,4,4,3,2,2,3,5,2,3,4,3,3,4,3,4,4,4,4,2,1,5,3,3,4,3,3,2,3,3,3,2,2,3,4,3,2,3,3,2,3,7,7,7,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,0,270,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,20,30,270,270,,2,1,1,3,4,3,1,1,4,3,2,4,8,8,5,5,4,4,10,5,3,3,8,8,4,3,4,2,3,3,4,5,2,3,2,4,4,2,5,3,4,4,4,4,3,4,5,3,3,3,3,3,3,2,3,1.88,1.82,2.09,1.93,6.33,5.5,2.17,3.29,2.43,3.29,2.5,2.71,2.67,2.72,1.92,1.71,1.94,2.71,3.17,2.57,4,3.11,3.5,3.17,4,3.25,3.09,2.86,4.25,3.43,2.57,2.57,20,20,20,30,30,30,300,20,20,20,30,30,30,0,0,1.34199,-2.2438,-1.01334,0.57019,-0.285,-0.57008,0.74857,-1.14797,-0.1403,0.43461,-2.05084,-0.27299
15,1,0,1,1,1,4,2,21,23,2,2,3,2,2,2,1,3,2,2,1,2,3,2,3,1,2,1,2,2,1,2,3,2,1,1,2,1,3,3,3,2,3,3,4,2,4,1,3,2,2,3,3,4,2,2,3,4,3,4,3,3,2,2,3,3,2,3,2,3,3,3,3,4,4,3,2,3,2,3,3,3,3,2,3,3,2,3,4,3,3,1,2,3,4,3,2,3,3,3,3,3,3,4,2,1,2,1,3,999,2,1,1,1,2,2,3,2,1,2,3,2,2,2,2,4,2,4,4,3,2,4,1,3,5,4,3,2,3,1,3,3,2,3,2,3,4,3,3,1,1,4,1,2,1,1,1,5,1,1,4,5,2,1,4,3,3,4,3,3,2,2,3,1,1,1,4,1,2,4,2,1,1,1,4,3,2,2,4,2,2,4,2,3,2,3,2,3,4,2,1,2,2,4,1,2,7,7,6,5,15,15,15,3,12,2,18,18,6,1,5,10,10,10,30,7,23,4,16,16,12,0,12,0,20,20,0,0,0,2,18,18,6,1,5,5,15,15,15,0,15,0,20,20,0,0,0,7,13,13,21,2,19,0,20,20,0,0,0,145,91,25,20,10,16.67,50,23.33,20,0,0,,10,16.67,25,0,0,,35,9.52,3.89,1.56,236,91,,3,4,2,3,3,3,2,2,3,2,2,3,9,6,6,8,12,3,6,6,6,8,6,9,3,4,4,4,4,2,4,5,1,3,5,3,4,3,4,5,2,5,2,3,5,2,3,4,2,4,3,4,2,4,5,1.88,1.91,2.36,2.05,7.5,6.67,3,2.86,2.57,2.43,3.33,3,3,2.88,1.82,1.33,999,2.29,3.67,3.71,3.43,3.27,2.25,3.83,3.5,3.25,2,3.86,1.88,1.57,2.57,3,3.5,3.89,3.75,1.4,1.56,1.38,256,5.67,2,4,3.67,0.33,0.67,0,0,0.76669,-1.09642,1.05439,-0.96512,-0.03359,-0.08683,0.47499,0.85784,0.01985,-1.02723,-0.90408,0.28558
16,1,0,1,2,2,2,2,19,17,4,1,2,2,2,4,3,4,4,4,2,3,4,2,1,1,1,3,4,4,1,1,2,2,3,2,2,2,1,4,4,2,4,6,4,3,2,4,1,4,4,3,2,3,1,3,3,5,4,3,2,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,4,4,4,3,3,4,4,3,3,4,2,4,3,4,4,4,2,4,4,2,4,4,3,4,3,2,2,3,1,2,3,1,2,1,1,3,1,3,1,1,1,3,2,2,5,1,3,3,2,5,5,1,4,5,5,3,5,4,2,5,1,5,1,1,1,1,3,5,4,5,3,2,2,2,5,2,5,5,5,1,5,3,5,1,1,4,3,3,4,3,4,3,5,5,2,1,1,5,1,3,5,4,1,1,1,3,5,1,5,5,3,1,5,1,3,1,5,2,5,1,2,2,5,5,5,5,4,7,7,3,5,15,15,15,5,10,10,10,10,30,7,23,8,12,12,24,4,20,3,17,17,9,1,8,6,14,14,18,2,16,14,6,6,42,3,39,0,20,20,0,0,0,8,12,12,24,1,23,0,20,20,0,0,0,0,20,20,0,0,0,126,139,25,33.33,50,23.33,40,16.67,15,11.11,30,11.11,70,7.14,0,,40,4.17,0,,6,2.56,265,139,,1,2,1,1,1,2,1,4,1,4,1,2,16,8,18,12,2,4,12,12,2,3,6,6,3,4,4,1,5,4,5,1,3,2,5,5,5,5,5,4,4,4,3,2,5,3,1,1,1,5,3,5,5,4,4,2,1.73,2.09,1.94,9.33,7.5,3.33,3.14,3.71,3.57,3.5,3.57,3,3.4,1.75,1.86,1.75,3.43,4.5,4.14,4.43,4.13,3.63,3.33,3.5,3,3.45,4.14,2.38,2,4.43,3.86,5.4,6,6.13,2.3,2.56,2.25,285,7.67,7.67,2.67,5.33,2,0.33,0,0,0.77624,0.67352,1.36934,0.56057,0.26864,0.11581,0.88579,1.39361,-0.08605,0.60748,0.87019,-0.22648
17,1,0,1,2,1,4,2,24,22,3,1,3,2,2,1,2,3,3,2,2,3,4,2,1,2,2,2,3,4,2,1,1,1,1,1,4,1,3,1,3,4,3,1,1,3,4,1,3,3,2,4,3,4,2,1,1,2,3,4,2,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,4,2,4,4,3,4,3,4,4,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,3,1,1,2,1,1,1,1,3,1,2,2,1,2,1,1,1,1,2,1,4,1,5,3,1,3,4,5,4,1,5,5,5,3,2,3,1,4,1,1,2,3,3,5,5,4,2,1,2,2,3,2,3,4,4,2,2,2,5,4,4,3,4,4,4,3,3,3,2,3,3,3,2,4,1,2,4,3,1,1,1,3,4,2,2,4,3,1,3,4,3,2,2,2,4,4,3,3,1,5,5,2,3,1,4,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2,1,4,1,2,4,5,9,12,3,3,12,3,12,8,6,8,5,5,5,4,5,2,5,5,1,5,1,3,5,5,5,4,3,5,4,4,4,3,3,3,2,4,2,5,3,4,2,3,3,1.38,2,2.45,1.94,7.83,6.5,3.83,3.86,3.29,3.57,3.67,3.14,3.5,3.55,1.25,1.43,1.38,2.43,4.5,4.43,3.86,3.8,3.63,4.33,4,3.25,3.36,3.71,1.88,2.29,3.14,3,,,,,,,,,,,,,,0,0,1.88368,0.29679,0.37706,-0.49263,-0.34441,-1.30555,1.60187,0.29382,-0.48243,-0.60254,0.42485,-1.21475
18,1,0,1,2,1,1,1,23,21,2,1,2,2,2,999,3,999,2,4,2,3,3,2,2,2,2,2,2,3,2,1,4,1,1,2,1,2,3,2,3,1,6,4,5,3,4,5,2,4,5,2,5,6,3,5,6,3,3,4,2,4,3,4,2,4,3,3,1,3,3,3,2,4,3,3,3,3,2,3,2,3,4,2,2,3,999,3,3,3,3,3,2,2,3,3,3,4,2,3,3,3,3,2,999,2,2,2,3,3,2,3,2,2,2,3,3,3,1,2,3,4,3,5,5,2,3,4,5,4,1,4,2,4,5,5,3,3,4,1,4,2,999,1,2,3,999,5,4,3,3,1,2,4,2,1,5,4,1,3,5,5,2,1,4,4,3,3,4,3,3,2,4,2,2,2,3,2,4,999,3,3,3,3,2,3,2,3,4,4,4,4,4,4,3,2,3,3,999,5,999,3,2,3,2,3,7,7,7,5,15,15,15,3,12,2,18,18,6,1,5,10,10,10,30,7,23,4,16,16,12,0,12,0,20,20,0,0,0,2,18,18,6,1,5,5,15,15,15,0,15,0,20,20,0,0,0,7,13,13,21,2,19,0,20,20,0,0,0,145,91,25,20,10,16.67,50,23.33,20,0,0,,10,16.67,25,0,0,,35,9.52,3.89,1.56,236,91,,3,2,999,3,1,2,2,3,2,2,3,4,18,6,12,15,8,10,8,10,15,18,20,24,3,2,3,1,1,2,5,4,1,3,5,4,999,5,4,3,5,4,1,3,4,4,3,3,2,2,2,3,999,1,999,2,2,2,2,13.5,13.83,3.5,3.14,2.57,3.17,2.5,3,2.17,2.86,2.27,2.43,999,3.14,3.25,4.86,3.86,3.78,3,2,3,3.75,2.64,3.17,2.88,2.86,2.14,3.2,3.5,3.89,3.75,1.4,1.56,1.38,256,5.67,2,4,3.67,0.33,0.67,0,0,0.35851,-1.43839,-0.10733,1.52247,2.00782,0.58962,0.1097,-0.17734,1.85501,1.55166,-1.2211,0.46311
19,1,0,1,2,2,4,2,20,18,3,1,2,2,1,2,2,3,3,2,2,3,4,1,2,2,1,2,2,3,1,1,2,1,1,2,3,1,2,3,4,4,3,5,3,3,5,2,3,5,4,2,5,3,3,3,3,4,2,3,3,4,3,3,4,3,3,3,2,3,4,3,2,3,4,3,3,3,2,4,2,3,3,3,3,2,4,3,3,3,2,3,2,2,3,2,4,4,2,3,3,3,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,3,2,1,4,2,4,4,3,4,4,2,4,2,5,4,4,3,3,4,1,5,1,2,2,2,3,4,3,3,1,2,3,2,3,1,2,5,5,4,3,4,5,2,1,3,3,5,4,2,3,3,3,3,2,2,1,4,1,2,5,4,1,1,1,5,4,2,3,4,2,1,3,3,3,2,3,4,4,2,3,1,3,3,5,4,4,5,7,5,10,10,10,30,12,18,20,0,0,60,20,40,10,10,10,30,7,23,2,18,18,6,2,4,15,5,5,45,0,45,0,20,20,0,0,0,20,0,0,60,12,48,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,103,178,50,40,100,33.33,50,23.33,10,33.33,75,0,0,,100,20,0,,0,,8.56,5.89,281,178,,2,3,2,2,3,2,1,3,2,3,2,3,12,12,15,9,15,6,10,8,15,9,9,9,3,4,5,2,4,3,4,4,2,3,5,5,4,4,4,4,3,4,2,3,4,1,2,3,2,5,3,4,4,3,5,1.63,1.55,2.27,1.81,12.67,8.83,3.17,3.14,2.29,3.43,3.5,2.43,2.33,2.9,1.17,1.43,1.31,3.14,3.83,3.86,4,3.71,3,3.67,4.5,2.75,3,3.86,2.13,1.57,3.43,4,7.7,8.56,8.38,5.3,5.89,5.13,301,13.33,5.67,6.67,13,0.67,4,0,0,1.36983,-0.3709,0.74719,-1.02527,1.50333,0.60665,1.27337,0.48857,1.26557,-0.81236,0.00938,0.88171
20,1,0,1,2,1,5,2,7,5,2,2,3,4,2,3,2,2,3,4,1,4,2,2,3,3,2,2,3,3,4,2,1,1,2,4,2,2,3,4,4,2,4,5,2,4,5,1,3,1,2,4,3,2,2,1,1,5,2,3,4,3,2,4,3,3,3,3,2,2,4,2,3,3,4,3,2,4,3,3,2,4,3,3,4,2,4,3,4,3,2,1,2,3,4,3,3,4,3,2,2,3,3,3,2,3,3,3,1,2,2,3,4,1,3,1,2,3,1,2,3,3,2,2,4,5,3,3,5,2,3,5,4,4,3,5,4,3,4,1,2,2,2,1,5,2,4,5,4,3,2,3,4,3,1,2,1,4,2,1,4,3,2,2,4,4,4,4,4,3,4,2,2,3,2,2,4,2,5,3,1,1,1,1,2,4,2,2,3,3,4,3,5,3,2,3,1,4,1,3,2,4,5,4,1,3,4,6,5,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,20,0,0,60,30,30,0,270,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,50,20,30,270,270,,3,3,3,2,1,1,3,2,2,2,1,2,16,8,20,8,15,3,4,8,6,4,2,2,3,3,4,4,2,3,3,2,3,2,5,4,4,5,1,4,3,2,2,3,4,4,2,4,3,2,3,4,5,3,4,2.13,2.45,2.18,2.25,10.5,5.5,3.5,2.57,2.43,2.86,3.83,2.43,3.17,2.97,2,3,2.25,3,4,4.29,2.43,3.43,2.25,3.5,4,3.75,2.09,3.43,1.5,3.14,3.14,3.86,20,20,20,30,30,30,300,20,20,20,30,30,30,0,0,-0.74288,0.64554,-0.56219,-1.20504,-0.16542,-0.07383,-0.60179,-0.56983,0.02986,-1.17067,0.44274,0.16526
23,1,0,1,2,2,1,2,15,13,3,1,2,1,1,2,2,4,3,3,1,3,4,2,2,2,2,2,2,3,2,1,1,2,1,1,2,1,2,3,2,4,3,3,2,2,5,1,3,3,1,2,2,3,3,2,4,5,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,2,4,4,3,4,2,4,3,3,4,4,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,3,2,5,4,3,4,5,2,5,1,5,4,5,3,2,5,1,5,2,1,1,2,3,5,5,5,4,1,2,1,5,1,2,2,3,5,2,4,5,1,1,3,4,4,3,3,3,5,4,4,2,2,1,5,1,2,4,3,2,2,2,5,4,2,4,5,3,2,5,5,1,2,5,5,5,4,4,1,2,4,5,5,5,7,7,7,10,10,10,30,15,15,15,5,5,45,20,25,20,0,0,60,28,32,20,0,0,60,30,30,20,0,0,60,29,31,20,0,0,60,28,32,20,0,0,60,30,30,20,0,0,60,29,31,20,0,0,60,31,29,20,0,0,60,28,32,15,255,50,50,75,44.44,100,46.67,100,50,100,48.33,100,46.67,100,50,100,48.33,100,51.67,18.33,26.67,270,255,,2,3,1,2,2,2,1,3,2,3,2,2,6,12,6,4,15,3,6,2,6,9,4,8,4,4,4,3,4,3,4,5,2,3,5,4,5,5,4,5,4,5,2,3,4,1,2,2,1,4,5,4,2,2,5,1.5,1.55,2.09,1.71,7.17,6.33,3.83,3.71,3.57,3.43,3.83,3.57,3,3.56,1.08,1.57,1.31,3.29,4.67,4.71,4.57,4.31,2.5,4,3.5,3.25,2.64,4.14,2.63,1.57,4.43,4,18.5,18.33,19.38,26.8,26.67,28.13,302,15,20,20,21,29,30,0,0,1.39462,0.9404,1.34853,0.26173,-0.02248,0.35112,1.5877,1.33673,-0.49511,0.43277,1.27923,0.01487
